Gene name	Chromosome/scaffold name	Gene stable ID
	HG1_PATCH	ENSG00000286673
OFD1P6Y	Y	ENSG00000242153
	HG1_PATCH	ENSG00000290630
TTTY9A	Y	ENSG00000290716
DHRS4L1	HG1_PATCH	ENSG00000285036
CARMIL3	HG1_PATCH	ENSG00000284765
XKRY	Y	ENSG00000250868
XKRY	Y	ENSG00000290724
XKRYP7	Y	ENSG00000244646
	Y	ENSG00000282909
	Y	ENSG00000288686
XGY2	Y	ENSG00000290840
CPNE6	HG1_PATCH	ENSG00000285221
HSFY3P	Y	ENSG00000227289
	Y	ENSG00000290841
TAB3P1	Y	ENSG00000235462
	Y	ENSG00000290852
ANOS2P	Y	ENSG00000241859
	Y	ENSG00000290853
RBMY2EP	Y	ENSG00000223637
	Y	ENSG00000290954
NRL	HG1_PATCH	ENSG00000285493
GOLGA2P2Y	Y	ENSG00000239533
GOLGA2P2Y	Y	ENSG00000291016
BCORP1	Y	ENSG00000215580
BCORP1	Y	ENSG00000291031
PCK2	HG1_PATCH	ENSG00000285241
	Y	ENSG00000278212
	Y	ENSG00000291032
TXLNGY	Y	ENSG00000131002
DCAF11	HG1_PATCH	ENSG00000284796
TXLNGY	Y	ENSG00000291033
	HG1_PATCH	ENSG00000284818
FITM1	HG1_PATCH	ENSG00000285321
PSME1	HG1_PATCH	ENSG00000284916
GYG2P1	Y	ENSG00000206159
	Y	ENSG00000291034
EMC9	HG1_PATCH	ENSG00000285377
	HG1_PATCH	ENSG00000285298
PSME2	HG1_PATCH	ENSG00000284889
CDY3P	Y	ENSG00000232235
USP9YP22	Y	ENSG00000224408
USP9YP4	Y	ENSG00000238154
ELOCP4	Y	ENSG00000232924
RBMY1A3P	Y	ENSG00000197038
	Y	ENSG00000275310
TTTY20	Y	ENSG00000232808
TSPY4	Y	ENSG00000233803
MIR7703	HG1_PATCH	ENSG00000285146
RNF31	HG1_PATCH	ENSG00000285152
FAM197Y7	Y	ENSG00000228383
	Y	ENSG00000286120
TSPY7P	Y	ENSG00000188656
FAM197Y6	Y	ENSG00000237802
	Y	ENSG00000286173
TSPY8	Y	ENSG00000229549
	HG1_PATCH	ENSG00000284845
RNA5SP383	HG1_PATCH	ENSG00000285306
IRF9	HG1_PATCH	ENSG00000285048
TSPY3	Y	ENSG00000228927
REC8	HG1_PATCH	ENSG00000285007
RBMY2CP	Y	ENSG00000215540
	Y	ENSG00000293249
IPO4	HG1_PATCH	ENSG00000285248
RBMY2DP	Y	ENSG00000215507
	Y	ENSG00000293280
ZNF736P9Y	Y	ENSG00000239893
	Y	ENSG00000293305
FAM197Y8	Y	ENSG00000225560
FAM197Y8	Y	ENSG00000293362
PRKY	Y	ENSG00000099725
PRKY	Y	ENSG00000293442
SEPTIN14P23	Y	ENSG00000228786
	HG1_PATCH	ENSG00000285125
XKRYP7	Y	ENSG00000290725
FAM41AY2	Y	ENSG00000290726
	HG1_PATCH	ENSG00000287341
TM9SF1	HG1_PATCH	ENSG00000285465
PPP2R3B	Y	ENSG00000292327
RPL14P5	Y	ENSG00000292328
	Y	ENSG00000292329
	HG1_PATCH	ENSG00000285502
	Y	ENSG00000292330
	HG1_PATCH	ENSG00000284802
ASMTL-AS1	Y	ENSG00000292331
	HG1_PATCH	ENSG00000285309
TSSK4	HG1_PATCH	ENSG00000285140
IL3RA	Y	ENSG00000292332
CHMP4A	HG1_PATCH	ENSG00000285302
P2RY8	Y	ENSG00000292333
SLC25A6	Y	ENSG00000292334
	Y	ENSG00000292335
	HG1_PATCH	ENSG00000285296
ASMT	Y	ENSG00000292336
MDP1	HG1_PATCH	ENSG00000285200
DHRSX-IT1	Y	ENSG00000292337
DHRSX	Y	ENSG00000292338
NEDD8-MDP1	HG1_PATCH	ENSG00000285425
NEDD8	HG1_PATCH	ENSG00000285246
ASMTL	Y	ENSG00000292339
LINC02968	Y	ENSG00000292340
LINC00106	Y	ENSG00000292341
GMPR2	HG1_PATCH	ENSG00000284752
LINC00685	Y	ENSG00000292342
AKAP17A	Y	ENSG00000292343
PLCXD1	Y	ENSG00000292344
ZBED1	Y	ENSG00000292345
MIR6089	Y	ENSG00000292346
LINC00102	Y	ENSG00000292347
CD99	Y	ENSG00000292348
TINF2	HG1_PATCH	ENSG00000284915
TGM1	HG1_PATCH	ENSG00000285348
	Y	ENSG00000292349
Metazoa_SRP	Y	ENSG00000292350
	Y	ENSG00000292351
FABP5P13	Y	ENSG00000292352
KRT18P53	Y	ENSG00000292353
SHOX	Y	ENSG00000292354
MIR3690	Y	ENSG00000292355
RNA5SP498	Y	ENSG00000292356
RABGGTA	HG1_PATCH	ENSG00000285193
CSF2RA	Y	ENSG00000292357
	HG1_PATCH	ENSG00000287436
	HG1_PATCH	ENSG00000286762
DHRS1	HG1_PATCH	ENSG00000284868
GTPBP6	Y	ENSG00000292358
	Y	ENSG00000292359
	Y	ENSG00000292360
NOP9	HG1_PATCH	ENSG00000285326
CD99P1	Y	ENSG00000292361
CD99P1	Y	ENSG00000292362
CIDEB	HG1_PATCH	ENSG00000285199
LTB4R2	HG1_PATCH	ENSG00000285203
CRLF2	Y	ENSG00000292363
LTB4R	HG1_PATCH	ENSG00000285456
AMD1P2	Y	ENSG00000292364
DPH3P2	Y	ENSG00000292365
VAMP7	Y	ENSG00000292366
ADCY4	HG1_PATCH	ENSG00000284814
ELOCP24	Y	ENSG00000292367
TRPC6P1	Y	ENSG00000292368
	Y	ENSG00000292369
WASIR1	Y	ENSG00000292370
DDX11L16	Y	ENSG00000292371
WASH6P	Y	ENSG00000292372
	HG1_PATCH	ENSG00000285511
IL9R	Y	ENSG00000292373
RIPK3	HG1_PATCH	ENSG00000285379
U6	HG1_PATCH	ENSG00000285386
NFATC4	HG1_PATCH	ENSG00000285485
DHRS4	HG1_PATCH	ENSG00000284807
DHRS4L2	HG1_PATCH	ENSG00000292270
DHRS4L1	HG1_PATCH	ENSG00000284898
LEUTX	HG2021_PATCH	ENSG00000280774
	HG2021_PATCH	ENSG00000281677
DYRK1B	HG2021_PATCH	ENSG00000281320
MIR6719	HG2021_PATCH	ENSG00000281403
FBL	HG2021_PATCH	ENSG00000280548
PRR13P5	HG2021_PATCH	ENSG00000280932
PSMC4	HG2021_PATCH	ENSG00000281221
ZNF546	HG2021_PATCH	ENSG00000281526
	HG2021_PATCH	ENSG00000281233
ZNF780B	HG2021_PATCH	ENSG00000281601
	HG2021_PATCH	ENSG00000281009
ZNF780A	HG2021_PATCH	ENSG00000280568
	HG2021_PATCH	ENSG00000280797
FCGBP	HG2021_PATCH	ENSG00000281123
H3-4	HG2002_PATCH	ENSG00000285435
RPL23AP15	HG2002_PATCH	ENSG00000284795
H2AC25	HG2002_PATCH	ENSG00000284841
H2BC26	HG2002_PATCH	ENSG00000285449
MIR4666A	HG2002_PATCH	ENSG00000284998
H2BC27P	HG2002_PATCH	ENSG00000285234
	HG2002_PATCH	ENSG00000285050
RNF187	HG2002_PATCH	ENSG00000285426
RNA5S1	HG2002_PATCH	ENSG00000285166
RNA5S2	HG2002_PATCH	ENSG00000285285
RNA5S3	HG2002_PATCH	ENSG00000285168
RNA5S16	HG2002_PATCH	ENSG00000284853
RNA5S17	HG2002_PATCH	ENSG00000285158
RNA5SP18	HG2002_PATCH	ENSG00000284877
DUSP5P1	HG2002_PATCH	ENSG00000285311
	HG2002_PATCH	ENSG00000285183
FTH1P2	HG2002_PATCH	ENSG00000285319
RHOU	HG2002_PATCH	ENSG00000284984
BTNL10P	HG2002_PATCH	ENSG00000285153
	HG2002_PATCH	ENSG00000293409
OBP2B	HG2030_PATCH	ENSG00000280584
LCN1P1	HG2030_PATCH	ENSG00000280820
Y_RNA	HG2030_PATCH	ENSG00000280632
LCN1P2	HG2030_PATCH	ENSG00000281430
SURF6	HG2030_PATCH	ENSG00000281309
Y_RNA	HG2030_PATCH	ENSG00000281393
MED22	HG2030_PATCH	ENSG00000281022
RPL21P81	HG2030_PATCH	ENSG00000281699
RPL7A	HG2030_PATCH	ENSG00000280858
SNORD24	HG2030_PATCH	ENSG00000280889
SNORD36B	HG2030_PATCH	ENSG00000281243
SNORD36A	HG2030_PATCH	ENSG00000281907
	HG2030_PATCH	ENSG00000283984
SNORD36C	HG2030_PATCH	ENSG00000281541
SURF1	HG2030_PATCH	ENSG00000280627
SURF2	HG2030_PATCH	ENSG00000281024
SURF4	HG2030_PATCH	ENSG00000280951
STKLD1	HG2030_PATCH	ENSG00000281245
REXO4	HG2030_PATCH	ENSG00000280706
ADAMTS13	HG2030_PATCH	ENSG00000281244
	HG2022_PATCH	ENSG00000283272
	HG2022_PATCH	ENSG00000283276
CACFD1	HG2030_PATCH	ENSG00000280479
SLC2A6	HG2030_PATCH	ENSG00000281165
ABO	HG2030_PATCH	ENSG00000281879
RNU6-1004P	HG2047_PATCH	ENSG00000285481
FRG2	HG2023_PATCH	ENSG00000285063
FRG1	HG2023_PATCH	ENSG00000283153
MLLT10P2	HG2023_PATCH	ENSG00000283508
	HG2023_PATCH	ENSG00000283127
TUBB7P	HG2023_PATCH	ENSG00000283593
RNA5SP174	HG2023_PATCH	ENSG00000283700
RNA5SP175	HG2023_PATCH	ENSG00000283581
DUX4L9	HG2023_PATCH	ENSG00000283181
RARRES2P4	HG2023_PATCH	ENSG00000283449
	HG2023_PATCH	ENSG00000284383
	HG2023_PATCH	ENSG00000284496
	HG2023_PATCH	ENSG00000284262
	HG2023_PATCH	ENSG00000283767
	HG2023_PATCH	ENSG00000284210
	HG2023_PATCH	ENSG00000283884
	HG2023_PATCH	ENSG00000283955
	HG2023_PATCH	ENSG00000284025
	HG2023_PATCH	ENSG00000283878
	HG2023_PATCH	ENSG00000284181
	HG2023_PATCH	ENSG00000283820
RPL23AP84	HG2023_PATCH	ENSG00000283660
	HG2023_PATCH	ENSG00000292263
DUX4L8	HG2023_PATCH	ENSG00000283363
DUX4	HG2023_PATCH	ENSG00000283949
	HG2052_PATCH	ENSG00000291475
RPSAP28	HG2052_PATCH	ENSG00000291476
ALMS1-IT1	HG2052_PATCH	ENSG00000291477
	HG2052_PATCH	ENSG00000291478
NAT8	HG2052_PATCH	ENSG00000291479
TPRKB	HG2052_PATCH	ENSG00000291480
	HG2052_PATCH	ENSG00000291481
	HG2052_PATCH	ENSG00000291482
DUSP11	HG2052_PATCH	ENSG00000291483
LINC01300	HG2031_PATCH	ENSG00000291463
	HG2031_PATCH	ENSG00000291464
C2orf78	HG2052_PATCH	ENSG00000291484
GPR20	HG2031_PATCH	ENSG00000291465
	HG2031_PATCH	ENSG00000291472
NAT8B	HG2052_PATCH	ENSG00000291485
ASTILCS	HG2031_PATCH	ENSG00000291466
ALMS1P1	HG2052_PATCH	ENSG00000291486
ALMS1P1	HG2052_PATCH	ENSG00000291487
PTP4A3	HG2031_PATCH	ENSG00000291470
	HG2031_PATCH	ENSG00000291467
	HG2031_PATCH	ENSG00000291468
HNRNPA1P38	HG2031_PATCH	ENSG00000291469
	HG2031_PATCH	ENSG00000291471
C8orf90	HG2031_PATCH	ENSG00000291474
MROH5	HG2031_PATCH	ENSG00000291473
DPPA2P2	HG2058_PATCH	ENSG00000281316
RPS6KA1	HG2058_PATCH	ENSG00000281877
MIR1976	HG2058_PATCH	ENSG00000280948
RN7SL679P	HG2058_PATCH	ENSG00000281092
Y_RNA	HG2058_PATCH	ENSG00000280876
RNU7-29P	HG2058_PATCH	ENSG00000281679
	HG2058_PATCH	ENSG00000280806
	HG2058_PATCH	ENSG00000280926
	HG2058_PATCH	ENSG00000281805
TNK1	HG2046_PATCH	ENSG00000283781
PLSCR3	HG2046_PATCH	ENSG00000284009
TMEM256-PLSCR3	HG2046_PATCH	ENSG00000284483
TMEM256	HG2046_PATCH	ENSG00000283771
NLGN2	HG2046_PATCH	ENSG00000283859
	HG2046_PATCH	ENSG00000283843
SPEM1	HG2046_PATCH	ENSG00000284598
SPEM2	HG2046_PATCH	ENSG00000283714
SPEM3	HG2046_PATCH	ENSG00000284090
	HG2046_PATCH	ENSG00000286184
TMEM102	HG2046_PATCH	ENSG00000284228
	HG2046_PATCH	ENSG00000283895
FGF11	HG2046_PATCH	ENSG00000283903
	HG2046_PATCH	ENSG00000284222
	HG2046_PATCH	ENSG00000284115
CHRNB1	HG2046_PATCH	ENSG00000283946
ZBTB4	HG2046_PATCH	ENSG00000283868
SLC35G6	HG2046_PATCH	ENSG00000284515
POLR2A	HG2046_PATCH	ENSG00000284832
CTBP2P1	HG2062_PATCH	ENSG00000281211
	HG2057_PATCH	ENSG00000284750
	HG2057_PATCH	ENSG00000285415
RPL21P63	HG2057_PATCH	ENSG00000285209
GCNT2P1	HG2057_PATCH	ENSG00000284885
	HG2057_PATCH	ENSG00000285893
C6orf52	HG2057_PATCH	ENSG00000285312
Y_RNA	HG2057_PATCH	ENSG00000284941
PAK1IP1	HG2057_PATCH	ENSG00000285226
TMEM14C	HG2057_PATCH	ENSG00000284936
GCNT2	HG2057_PATCH	ENSG00000285222
EI24P3	HG2066_PATCH	ENSG00000280781
	HG2066_PATCH	ENSG00000281707
ZKSCAN7	HG2066_PATCH	ENSG00000281894
ZKSCAN7-AS1	HG2066_PATCH	ENSG00000281456
ZNF660	HG2066_PATCH	ENSG00000280661
MPRIPP1	HG2066_PATCH	ENSG00000280795
ZNF197	HG2066_PATCH	ENSG00000281709
ZNF197-AS1	HG2066_PATCH	ENSG00000280907
ZNF35	HG2066_PATCH	ENSG00000281306
	HG2066_PATCH	ENSG00000281102
SOCS5P3	HG2066_PATCH	ENSG00000280872
ZNF502	HG2066_PATCH	ENSG00000281448
ZNF501	HG2066_PATCH	ENSG00000281661
KIAA1143	HG2066_PATCH	ENSG00000281665
KIF15	HG2066_PATCH	ENSG00000280610
MIR564	HG2066_PATCH	ENSG00000284275
TMEM42	HG2066_PATCH	ENSG00000280516
TGM4	HG2066_PATCH	ENSG00000281886
	HG2066_PATCH	ENSG00000280701
ZNF852	HG2066_PATCH	ENSG00000281626
	HG2060_PATCH	ENSG00000285500
	HG2060_PATCH	ENSG00000285429
TRIM51FP	HG2060_PATCH	ENSG00000285143
GRM5P1	HG2060_PATCH	ENSG00000285164
GRM5P1	HG2060_PATCH	ENSG00000293525
	21	ENSG00000286057
	21	ENSG00000286146
CYCSP41	21	ENSG00000278678
	21	ENSG00000279647
	21	ENSG00000280372
OR4K11P	21	ENSG00000179381
	21	ENSG00000278931
	21	ENSG00000286148
	21	ENSG00000280436
SOWAHCP2	21	ENSG00000279720
	HG2063_PATCH	ENSG00000283163
	21	ENSG00000279477
	21	ENSG00000279303
	21	ENSG00000274333
	21	ENSG00000280614
	21	ENSG00000280018
CTBP2P10	21	ENSG00000280330
C21orf91-OT1	21	ENSG00000240770
RBPMSLP	21	ENSG00000234159
SREK1IP1P1	21	ENSG00000229336
CDRT15P8	21	ENSG00000279062
MIR548XHG	21	ENSG00000224141
FDPSP6	21	ENSG00000233676
RPL39P40	21	ENSG00000226580
	21	ENSG00000235965
	21	ENSG00000227075
NEK4P1	21	ENSG00000225735
	21	ENSG00000232193
	21	ENSG00000288094
	21	ENSG00000226771
PPIAP22	21	ENSG00000198618
SLC6A6P1	21	ENSG00000226818
CTBP2P9	21	ENSG00000279177
	21	ENSG00000286033
	21	ENSG00000234340
CHODL-AS1	21	ENSG00000231755
D21S2088E	21	ENSG00000228592
TUBAP1	21	ENSG00000237569
	21	ENSG00000286155
	21	ENSG00000279064
TMPRSS15	21	ENSG00000154646
VN1R7P	21	ENSG00000275592
ZNF299P	21	ENSG00000219368
	21	ENSG00000288578
	21	ENSG00000277991
RNA5SP266	HG2067_PATCH	ENSG00000284058
IBTK	HG2072_PATCH	ENSG00000283068
	21	ENSG00000225906
SNX19P1	21	ENSG00000228184
	21	ENSG00000244278
	21	ENSG00000287801
	21	ENSG00000276077
RNU6-130P	HG2072_PATCH	ENSG00000282867
	HG2072_PATCH	ENSG00000282877
	HG2072_PATCH	ENSG00000287304
TPBG	HG2072_PATCH	ENSG00000283085
SLC25A15P4	21	ENSG00000273872
	21	ENSG00000279851
GPX1P2	21	ENSG00000215326
	21	ENSG00000223870
	21	ENSG00000279895
	21	ENSG00000279501
CXADR	21	ENSG00000154639
LINC00349	13	ENSG00000231238
PARP4	13	ENSG00000102699
ITGA9	HG2069_PATCH	ENSG00000291488
RPL21P135	HG2069_PATCH	ENSG00000291489
NDUFAF4P3	HG2069_PATCH	ENSG00000291491
RNU7-73P	HG2069_PATCH	ENSG00000291493
	HG2069_PATCH	ENSG00000291494
	HG2069_PATCH	ENSG00000291495
ITGA9-AS1	HG2069_PATCH	ENSG00000291496
KPNA7	HG2088_PATCH	ENSG00000284068
IGHV1OR21-1	21	ENSG00000277282
	21	ENSG00000287612
HSPD1P7	21	ENSG00000215005
	21	ENSG00000226043
LINC01687	21	ENSG00000233215
MSANTD2P1	21	ENSG00000231058
	21	ENSG00000279186
C1QBPP1	21	ENSG00000215353
	21	ENSG00000227716
	21	ENSG00000237444
RPL10P1	21	ENSG00000217026
LINC00317	21	ENSG00000238265
	21	ENSG00000229306
	21	ENSG00000278181
	21	ENSG00000226204
	21	ENSG00000229289
	21	ENSG00000286222
LINC00161	21	ENSG00000226935
LINC01697	21	ENSG00000232079
LINC01689	21	ENSG00000224832
	21	ENSG00000279156
	21	ENSG00000278106
	21	ENSG00000228708
	21	ENSG00000231136
USP12-DT	13	ENSG00000230641
	21	ENSG00000230233
MIPEP	13	ENSG00000027001
KRT18P2	21	ENSG00000234439
	21	ENSG00000226996
	21	ENSG00000286012
	21	ENSG00000231620
URB1	21	ENSG00000142207
CYCSP33	13	ENSG00000233545
	13	ENSG00000285840
LSP1P1	13	ENSG00000269099
	13	ENSG00000288103
ZNF962P	13	ENSG00000215604
	13	ENSG00000283579
LINC00297	13	ENSG00000224329
KATNAL1	13	ENSG00000102781
	21	ENSG00000286032
KRTAP25-1	21	ENSG00000232263
SNX18P10	21	ENSG00000279213
	21	ENSG00000286091
RPSAP68	21	ENSG00000279990
JAM2	21	ENSG00000154721
LINC02783	HG2095_PATCH	ENSG00000281226
	HG2095_PATCH	ENSG00000283081
PADI1	HG2095_PATCH	ENSG00000281459
PADI3	HG2095_PATCH	ENSG00000280549
	13	ENSG00000238185
LINC00365	13	ENSG00000224511
MIR3972	HG2095_PATCH	ENSG00000281810
PADI4	HG2095_PATCH	ENSG00000280908
	13	ENSG00000278496
RPL17P51	13	ENSG00000271429
HSPD1P9	13	ENSG00000228036
GGT4P	13	ENSG00000280208
PADI6	HG2095_PATCH	ENSG00000280949
RCC2-AS1	HG2095_PATCH	ENSG00000281391
RPL30P4	HG2077_PATCH	ENSG00000291497
CNOT10-AS1	HG2077_PATCH	ENSG00000291498
RCC2	HG2095_PATCH	ENSG00000281540
C1QTNF9-AS1	13	ENSG00000240868
SUGT1P2	HG2077_PATCH	ENSG00000291499
RPL23AP43	HG2077_PATCH	ENSG00000291500
TRIM71	HG2077_PATCH	ENSG00000291501
UBE2L5	13	ENSG00000236444
CNOT10	HG2077_PATCH	ENSG00000291502
USPL1	13	ENSG00000132952
	21	ENSG00000286902
	21	ENSG00000234730
EEF1A1P1	21	ENSG00000223822
LINC01683	21	ENSG00000233480
LINC00384	13	ENSG00000232117
	21	ENSG00000230972
MTCO3P2	13	ENSG00000232102
	21	ENSG00000236332
HMGB1	13	ENSG00000189403
	21	ENSG00000260583
	21	ENSG00000224018
	21	ENSG00000273115
	21	ENSG00000231986
RPL8P2	21	ENSG00000225267
	21	ENSG00000231236
LINC02573	21	ENSG00000233236
	21	ENSG00000280082
LINC01692	21	ENSG00000226983
	21	ENSG00000232855
CLDN17	21	ENSG00000156282
CYYR1	21	ENSG00000166265
BTF3L4P1	21	ENSG00000232260
	21	ENSG00000223563
MRPS6	21	ENSG00000243927
	13	ENSG00000288542
LINC00572	13	ENSG00000224405
	13	ENSG00000274351
	13	ENSG00000273167
	21	ENSG00000232512
	21	ENSG00000222042
LINC00330	13	ENSG00000235097
RPL37P3	21	ENSG00000215369
THUMPD1P1	21	ENSG00000215317
	21	ENSG00000259981
RPS20P32	13	ENSG00000218198
LINC00189	21	ENSG00000215533
FABP3P2	13	ENSG00000233259
LINC02340	13	ENSG00000275294
PPIAP1	21	ENSG00000215351
	21	ENSG00000279381
MTUS2-AS1	13	ENSG00000179141
LLPHP2	21	ENSG00000235514
LINC01673	21	ENSG00000234052
KPNA3	13	ENSG00000102753
KRTAP24-1	21	ENSG00000188694
	21	ENSG00000281181
SLC5A3	21	ENSG00000198743
NCSTNP1	21	ENSG00000219592
MTCO1P1	21	ENSG00000280243
CHAF1B	21	ENSG00000159259
ST13P5	HG2111_PATCH	ENSG00000288248
SAA1	HG2111_PATCH	ENSG00000288411
RNA5SP334	HG2111_PATCH	ENSG00000288479
HPS5	HG2111_PATCH	ENSG00000288445
GTF2H1	HG2111_PATCH	ENSG00000288114
MIR3159	HG2111_PATCH	ENSG00000288358
	HG2087_PATCH	ENSG00000288264
LDHA	HG2111_PATCH	ENSG00000288299
ELP5	HG2087_PATCH	ENSG00000288485
CLDN7	HG2087_PATCH	ENSG00000288292
	HG2111_PATCH	ENSG00000288379
Y_RNA	HG2087_PATCH	ENSG00000288215
SLC2A4	HG2087_PATCH	ENSG00000288174
	HG2087_PATCH	ENSG00000288371
YBX2	HG2087_PATCH	ENSG00000288504
LINC01695	21	ENSG00000236532
EIF5A	HG2087_PATCH	ENSG00000288145
	21	ENSG00000279167
LINC01425	21	ENSG00000233997
	21	ENSG00000278996
	13	ENSG00000276958
	13	ENSG00000278477
LINC01066	13	ENSG00000230403
RPS3AP1	21	ENSG00000233206
GPS2	HG2087_PATCH	ENSG00000288325
CRYL1	13	ENSG00000165475
SCAF4	21	ENSG00000156304
	HG2087_PATCH	ENSG00000288456
NEURL4	HG2087_PATCH	ENSG00000288301
	HG2087_PATCH	ENSG00000288279
ACAP1	HG2087_PATCH	ENSG00000288169
KCTD11	HG2087_PATCH	ENSG00000288399
	HG2087_PATCH	ENSG00000288409
TMEM95	HG2087_PATCH	ENSG00000288511
H2AZP4	HG2115_PATCH	ENSG00000288378
	HG2115_PATCH	ENSG00000288343
MIR548K	HG2115_PATCH	ENSG00000288233
	HG2115_PATCH	ENSG00000288267
	HG2115_PATCH	ENSG00000288163
	HG2115_PATCH	ENSG00000288420
CTTN-DT	HG2115_PATCH	ENSG00000288166
CTTN	HG2115_PATCH	ENSG00000288401
PPFIA1	HG2115_PATCH	ENSG00000288198
SLC16A1	HG2104_PATCH	ENSG00000281917
AKR7A2P1	HG2104_PATCH	ENSG00000280751
	HG2104_PATCH	ENSG00000284271
LINC00398	13	ENSG00000237879
LINC00562	13	ENSG00000260388
	13	ENSG00000277020
RPS21P8	13	ENSG00000223782
RBM22P2	13	ENSG00000213411
LINC00332	13	ENSG00000230710
	13	ENSG00000275202
CAB39L	13	ENSG00000102547
	HG2118_PATCH	ENSG00000291503
	HG2118_PATCH	ENSG00000291504
CCDC40	HG2118_PATCH	ENSG00000291505
MIR1268B	HG2118_PATCH	ENSG00000291506
GAA	HG2118_PATCH	ENSG00000291507
EIF4A3	HG2118_PATCH	ENSG00000291508
KBTBD4	HG2114_PATCH	ENSG00000284900
RNU5E-10P	HG2114_PATCH	ENSG00000285092
	HG2114_PATCH	ENSG00000285139
	HG2118_PATCH	ENSG00000291509
	HG2118_PATCH	ENSG00000291510
FAM180B	HG2114_PATCH	ENSG00000284938
	HG2118_PATCH	ENSG00000291511
C1QTNF4	HG2114_PATCH	ENSG00000284838
	HG2118_PATCH	ENSG00000291512
AGBL2	HG2114_PATCH	ENSG00000285501
FNBP4	HG2114_PATCH	ENSG00000285182
Y_RNA	HG2114_PATCH	ENSG00000285489
	HG2114_PATCH	ENSG00000285503
RNA5SP340	HG2114_PATCH	ENSG00000285046
Y_RNA	HG2114_PATCH	ENSG00000285031
YPEL5P2	HG2114_PATCH	ENSG00000284852
MTCH2	HG2114_PATCH	ENSG00000285121
RNU6-280P	HG2128_PATCH	ENSG00000252303
Y_RNA	HG2128_PATCH	ENSG00000281771
NDUFB11P1	HG2116_PATCH	ENSG00000283114
PGAM1P9	HG2116_PATCH	ENSG00000283062
	13	ENSG00000286779
RGS17P1	13	ENSG00000229473
CHCHD2P11	13	ENSG00000270809
LINC02334	13	ENSG00000274317
TIMM9P3	13	ENSG00000232786
IGSF3P1	13	ENSG00000279124
LINC01822	HG2140_PATCH	ENSG00000291515
LINC00457	13	ENSG00000225179
RAD17P2	13	ENSG00000223724
PRDX2P1	13	ENSG00000215049
LINC00385	13	ENSG00000232643
DNAJC15	13	ENSG00000120675
LINC00412	13	ENSG00000234772
GPR12	13	ENSG00000132975
CYCSP42	21	ENSG00000224524
EIF4A1P1	21	ENSG00000233300
	13	ENSG00000243008
LINC00307	21	ENSG00000227342
	21	ENSG00000229025
MTUS2-AS2	13	ENSG00000236758
NCAM2	21	ENSG00000154654
LINC02343	13	ENSG00000271850
	13	ENSG00000279025
ZNF646P1	13	ENSG00000274316
	13	ENSG00000287460
RPP40P2	13	ENSG00000271190
GAMTP2	13	ENSG00000231910
PIMREGP3	HG2121_PATCH	ENSG00000288332
Y_RNA	HG2121_PATCH	ENSG00000288443
RPL22P14	HG2121_PATCH	ENSG00000288421
	HG2121_PATCH	ENSG00000288402
WASF3	13	ENSG00000132970
GJA10	HG2121_PATCH	ENSG00000288435
Y_RNA	HG2121_PATCH	ENSG00000288500
CASP8AP2	HG2121_PATCH	ENSG00000288475
	21	ENSG00000226956
	21	ENSG00000237527
RNGTTP1	21	ENSG00000237731
	21	ENSG00000281383
OR4K12P	21	ENSG00000218549
RPL37P4	21	ENSG00000230198
APP-DT	21	ENSG00000273492
	21	ENSG00000279690
	21	ENSG00000235564
	21	ENSG00000229962
RPSAP64	21	ENSG00000227721
ATP5MFP1	21	ENSG00000224421
LINC00366	13	ENSG00000229437
TPT1P1	21	ENSG00000234107
RPS5P2	21	ENSG00000224598
LINC01423	21	ENSG00000231231
	13	ENSG00000232986
LINC01549	21	ENSG00000232560
	13	ENSG00000277047
	21	ENSG00000227330
	21	ENSG00000279211
CLDN8	21	ENSG00000156284
	21	ENSG00000287109
	21	ENSG00000227090
C21orf140	21	ENSG00000222018
	21	ENSG00000224247
LINC02943	21	ENSG00000237609
	21	ENSG00000279534
	21	ENSG00000272958
	21	ENSG00000272657
	21	ENSG00000279648
LINC00113	21	ENSG00000225298
PSMD4P1	21	ENSG00000223741
HUNK-AS1	21	ENSG00000237138
	21	ENSG00000214955
	21	ENSG00000279967
	21	ENSG00000286103
	21	ENSG00000237735
HUNK	21	ENSG00000142149
EIF3FP1	21	ENSG00000275945
C21orf91	21	ENSG00000154642
NXNL2	HG2158_PATCH	ENSG00000291520
	HG2158_PATCH	ENSG00000291519
POSTN	13	ENSG00000133110
	HG2158_PATCH	ENSG00000291517
MIR4289	HG2158_PATCH	ENSG00000291518
	HG2158_PATCH	ENSG00000292255
	HG2158_PATCH	ENSG00000292257
LNCTSI	21	ENSG00000230479
LINC00308	21	ENSG00000184856
SNX18P12	21	ENSG00000279718
MORC3	21	ENSG00000159256
	HG2133_PATCH	ENSG00000284833
WDR82P1	HG2133_PATCH	ENSG00000285086
PAXBP1	21	ENSG00000159086
	HG2191_PATCH	ENSG00000281256
KAT6B	HG2191_PATCH	ENSG00000281813
	HG2191_PATCH	ENSG00000281770
	HG2191_PATCH	ENSG00000281086
DUSP29	HG2191_PATCH	ENSG00000281660
	HG2191_PATCH	ENSG00000285951
NIPA2P3	21	ENSG00000271486
C21orf62	21	ENSG00000205929
	21	ENSG00000280441
	21	ENSG00000279784
	21	ENSG00000234083
RPL23AP12	21	ENSG00000228861
	21	ENSG00000286149
LINC00159	21	ENSG00000230323
	21	ENSG00000230379
	HG2176_PATCH	ENSG00000291521
